"MasterCatalogName","ProductCode","ProductType","ProductUsage","ProductName","Price","SalePrice","Cost","MSRP Price","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","RestrictDiscount","RestrictDiscountStartDate","RestrictDiscountEndDate","VariationPricingMethod","ManufacturerPartNumber","UPC","DistributorPartNumber","IsTaxable","ManageStock","Ships by itself","OutOfStockBehavior","PackageWeight","PackageLength","PackageWidth","PackageHeight","FulfillmentTypes","ProductShortDescription","ContentFullProductDescription","ContentFullProductDescription2","ContentFullProductDescription3","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL","price-list-entry-type","fill-power","interval-training","alarm","polarized","filter-medium","sleeping-bag-shape","pole-diameter-mm-","lash-tab","filter-type","altimeter","sleeping-capacity","pole-material","fits-up-to","availability","sleep-tracking","pool-lap-recognition","floor-area-sq-ft-","average-battery-life","popularity","lens-color","sleeve-length","flotation","average-boil-time-min-","power-output-to-device-ma-","average-heart-rate","lens-material","smart-device-notifications","preloaded-map","footwear-closure","bag-style","liquid-capacity-fl.-oz.-","sock-cushioning","footwear-height","product-crosssell","battery-included","sock-height","material","frame-color","battery-storage-capacity-mah","product-related","stopwatch","meat","frame-type","product-upsell","battery-type","stroke-recognition","minimum-trail-weight-lbs","fuel","programmable-routes","best-use","sun-protective-fabric","gear-capacity","moisture-wicking","quick-disconnect-tubing","temperature-rating","bite-valve-shut-off-switch","gender","number-of-burners","quick-drying","time-display","glove-type","brand","number-of-doors","rating","gps-satellite-detectable","tracks-calories-burned","recovery-advising","brand-colors","hat-style","number-of-exterior-pockets","track-steps","heart-rate-sensor-type","removes-destroys","number-of-poles","btu-total","heart-rate-target-zone-s-","trip-length-capacity","number-of-routes","r-value","charge-time-hrs-","uscg-classification","seasons","housing-material","number-of-watpoints","uv-protection","compass","servings-per-container","hrm-included-integrated","v02-max-estimate","output","compatible-fitness-accessories","shirt-size","vestibule-area-sq-ft-","customization","hydration-compatible","pace-alert","visor","illumination","display-size","shirt-style","visual-map-display","inseam-in.-","dry-bag-shape","packable","external-charge","shoe-size","insulated","watch-type","pack-loading","fabric-type","pad-thickness","insulation-type","faset-color","size","waterproof","features","sleeping-bag-compartment","palm-material","water-resistant-depth","weight-capacity-lbs-","pant-rise","weight","wide-mouth-opening","pant-size","zipper-location","pedometer-type","back-length","tent-type","metal-type","attribut-bd","finish","season","backorder-days","bazaarvoice-category"
"Mystic Outdoors Master","HikeShirt_005","Hiking Shirt","Configurable","Airspeed Shirt - Men's","85.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Do your travel plans include hot sun, high humidity, and little to no breeze to provide relief? You need the Kuhl Airspeed—designed to block harmful UV rays, wick moisture and dry quickly.
","•	AirVolution fabric feels cotton-soft against your skin, but is really a high-performance nylon/polyester blend that's cool, comfortable and easy to care for on the road&nbsp;<div>•	Knit fabric on the back panel and front sleeve deliver great freedom of movement&nbsp;</div><div>•	Patent pending articulated 5 panel sleeves provide ergonomic comfort with greater range of motion; adjustable cuffs with two-button closure&nbsp;</div><div>•	Strategically placed Koncealer mesh panels increase airflow and comfort with a mesh so fine it can't easily be detected at a casual glance&nbsp;</div><div>•	UPF 30 ultraviolet protection&nbsp;</div><div>•	Hidden zip security pocket at inside chest&nbsp;</div><div>•	Built-in sunglass cleaner chamois patch is sewn inside the bottom left placket&nbsp;</div><div>•	Button tab keeps rolled up sleeves in place
</div>","","","Airspeed Shirt - Men's","•	AirVolution fabric feels cotton-soft against your skin, but is really a high-performance nylon/polyester blend that's cool, comfortable and easy to care for on the road •	Knit fabric on the back panel and front sleeve deliver great freedom of movement •	Patent pending articulated 5 panel sleeves provide ergonomic comfort with greater range of motion; adjustable cuffs with two-button closure •	Strategically placed Koncealer mesh panels increase airflow and comfort with a mesh so fine it can't easily be detected at a casual glance •	UPF 30 ultraviolet protection •	Hidden zip security pocket at inside chest •	Built-in sunglass cleaner chamois patch is sewn inside the bottom left placket •	Button tab keeps rolled up sleeves in place","","airspeed-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","2","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Men's","","","","","KUHL","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Button-front","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_004","Hiking Shirt","Configurable","San Juan Plaid Shirt - Men's","60.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","With a generous cut designed to sit away from your body for a loose, casual look, the Royal Robbins San Juan plaid shirt goes with everything you're tossing into your weekend bag.
","•	Modal / polyester blend resists wrinkles, dries fast and delivers UPF 50+ sun protection&nbsp;<div>•	Single chest pocket&nbsp;</div><div>•	Shirttail hem
</div>","","","San Juan Plaid Shirt - Men's","•	Modal / polyester blend resists wrinkles, dries fast and delivers UPF 50+ sun protection •	Single chest pocket •	Shirttail hem","","san-juan-plaid-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Men's","","","","","Royal Robbins","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Button-front","","","","","","","","","","Polyester / Polyester Blend","","","","","","Made in USA
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_003","Hiking Shirt","Configurable","Growler Shirt - Men's","75.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Go straight from the trail to your favorite watering hole in the Outdoor Research Growler men's shirt. Its wicking, quick-drying, breathable fabric keeps you cool on a hike or lounging on a sun deck.
","•	Chest pockets with button-down flap closures&nbsp;<div>•	Curved hem
</div>","","","Growler Shirt - Men's","•	Chest pockets with button-down flap closures •	Curved hem","","growler-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","Short Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Outdoor Research","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Button-front","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
Quick Drying","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_002","Hiking Shirt","Configurable","Merinolux Henley Shirt - Women's","65.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Tech meets soft when renewable Sorona® fibers are blended with premium merino wool in the Royal Robbins Merinolux Henley shirt for a supersoft feel and extra durability with merino performance.
","•	Fabric blend wicks moisture, dries quickly and offers natural antimicrobial odor control for week-long trekking or traveling&nbsp;<div>•	UPF 50+ sun protection&nbsp;</div><div>•	Buttonless Henley neckline with rotated shoulder seams&nbsp;</div><div>•	Ruching details&nbsp;</div><div>•	Natural fit
</div>","","","Merinolux Henley Shirt - Women's","•	Fabric blend wicks moisture, dries quickly and offers natural antimicrobial odor control for week-long trekking or traveling •	UPF 50+ sun protection •	Buttonless Henley neckline with rotated shoulder seams •	Ruching details •	Natural fit","","merinolux-henley-shirt-women-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Women's","","","","","Royal Robbins","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Henley","","","","","","","","","","Wool / Wool Blend","","","","","","New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_001","Hiking Shirt","Configurable","Ascension Shirt - Men's","79.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The travel-friendly prAna Ascension Shirt is easy to maintain so you look your best no matter where you may find yourself.
","•	Lightweight nylon/polyester blended fabric has a subtle check pattern&nbsp;<div>•	Double front chest pockets&nbsp;</div><div>•	Standard fit
</div>","","","Ascension Shirt - Men's","•	Lightweight nylon/polyester blended fabric has a subtle check pattern •	Double front chest pockets •	Standard fit","","ascension-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Men's","","","","","prAna","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Button-front","","","","","","","","","","Polyester / Polyester Blend","","","","","","Made in USA","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikePants_015","Hiking Pant","Configurable","Trail Convertible Pants - Boys'","34.00","","0.00","","","","","No","","","Delta","","","867109","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The White Sierra Trail Convertible Pants convert easily to shorts so your young hiker can adapt to changing weather and stay comfortable.
","•	Woven nylon wicks moisture and provides UPF sun protection&nbsp;<div>•	Pants convert quickly and easily to shorts with leg zippers&nbsp;</div><div>•	Front hand pockets, rear pockets and hook-and-loop cargo pockets offer up plenty of space for trail essentials&nbsp;</div><div>•	Adjust the leg openings with hook-and-loop tabs&nbsp;</div><div>•	Elastic at the back of the waistband helps ensure a comfortable fit
</div>","","","Trail Convertible Pants - Boys'","•	Woven nylon wicks moisture and provides UPF sun protection •	Pants convert quickly and easily to shorts with leg zippers •	Front hand pockets, rear pockets and hook-and-loop cargo pockets offer up plenty of space for trail essentials •	Adjust the leg openings with hook-and-loop tabs •	Elastic at the back of the waistband helps ensure a comfortable fit","","trail-convertible-pants-boys-","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Boys'","","","","","White Sierra","","5","","","","Stone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","Convertible
Made in USA
Moisture Wicking
Quick Drying
Side Cargo Pockets
Sun-Protective Fabric","","","","","Mid","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikePants_014","Hiking Pant","Configurable","Athena Capri Pants - Girls'","35.00","","0.00","","","","","No","","","Delta","","","124022","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Columbia Athena capris tor girls offer comfort stretch construction, an elastic waist and articulated outseam panels for a comfortable fit that's ready for unlimited outdoor adventures.
","•	Omni-Shield® Advanced Repellency is a durable water repellent (DWR) treatment that sheds moisture&nbsp;<div>•	Omni-Shade® UPF 50 sun protection&nbsp;</div><div>•	Hand pockets
</div>","","","Athena Capri Pants - Girls'","•	Omni-Shield® Advanced Repellency is a durable water repellent (DWR) treatment that sheds moisture •	Omni-Shade® UPF 50 sun protection •	Hand pockets","","athena-capri-pants-girls-","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Girls'","","","","","Columbia","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nylon / Nylon Blend","","","","","","Made in USA
New Arrivals
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HKFT_007","Hiking Footwear","Configurable","All Out Blaze Ventilator Hiking Shoes - Men's","130.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Merrell All Out Blaze Ventilator lightweight hiking shoes deliver breathable ventilation while integrated footbeds keep you stable as you cruise through your hike.","•	Leather and mesh uppers with breathable mesh linings&nbsp;<div>•	Bellows tongue keeps out debris&nbsp;</div><div>•	Soft E-foam midsoles with I-Tech harder foam topsheet for cushion and support&nbsp;</div><div>•	Molded thermoplastic urethane external heel counters add stability&nbsp;</div><div>•	15mm heel cushion and 9mm forefoot cushion equates to a 6mm drop&nbsp;</div><div>•	Vibram® TC5+ rubber outsoles have hollowed lugs for lightness; 5mm lug depth
</div>","","","All Out Blaze Ventilator Hiking Shoes - Men's","•	Leather and mesh uppers with breathable mesh linings •	Bellows tongue keeps out debris •	Soft E-foam midsoles with I-Tech harder foam topsheet for cushion and support •	Molded thermoplastic urethane external heel counters add stability •	15mm heel cushion and 9mm forefoot cushion equates to a 6mm drop •	Vibram® TC5+ rubber outsoles have hollowed lugs for lightness; 5mm lug depth","","all-out-blaze-ventilator-hiking-shoes-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","Lace-up","","","","Ankle","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Merrell","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","Made in USA
New Arrivals","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HKFT_006","Hiking Footwear","Configurable","Chameleon Shift Vent Low WP Hiking Shoes - Men's Price: 140","140.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Whatever weather and distances your hikes entail, the ultralight, waterproof Chameleon Shift Vent Low WP Hiking Shoes from Merrell are ready for action.","•	Enjoy the stability, cushioning and protection you need for rugged trails&nbsp;<div>•	Athletic-feeling hikers cut the bulk with fused construction of their breathable uppers&nbsp;</div><div>•	Underfoot, durable TRK outsoles protect and react to rocky ground
</div>","","","Chameleon Shift Vent Low WP Hiking Shoes - Men's Price: 140","•	Enjoy the stability, cushioning and protection you need for rugged trails •	Athletic-feeling hikers cut the bulk with fused construction of their breathable uppers •	Underfoot, durable TRK outsoles protect and react to rocky ground","","chameleon-shift-vent-low-wp-hiking-shoes-men-s-price-140","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","Lace-up","","","","Ankle","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Merrell","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HKFT_005","Hiking Footwear","Configurable","Guide Tennie Low Approach Shoes - Men's","140.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Five Ten Guide Tennie Low approach shoes have hand-ground, beveled climbing toes for precision edging power and dotty-tread Stealth C4 rubber outsoles for guaranteed traction on rock.","•	Ergonomic last design, mesh lining and compression-molded midsoles offer comfort when hiking long miles or engaging in scrambling and technical climbing&nbsp;<div>•	Nubuck leather uppers ensure breathability and water resistance&nbsp;</div><div>•	Stealth C4 rubber outsoles deliver unrivaled traction on rugged terrain
</div>","","","Guide Tennie Low Approach Shoes - Men's","•	Ergonomic last design, mesh lining and compression-molded midsoles offer comfort when hiking long miles or engaging in scrambling and technical climbing •	Nubuck leather uppers ensure breathability and water resistance •	Stealth C4 rubber outsoles deliver unrivaled traction on rugged terrain","","guide-tennie-low-approach-shoes-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","","","","","","","","","Lace-up","","","","Over-the-ankle","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Five Ten","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","Can Be Resoled
New Arrivals","","","","","","","","","","","","","","","","","",""
